iter	MultiClass
226	0.1189382328
227	0.1188504985
228	0.1187704444
229	0.1186638478
230	0.1184395308
231	0.1182462595
232	0.11816765
233	0.1180794983
234	0.1179877456
235	0.1178744294
236	0.1176691916
237	0.1174963244
238	0.1174125402
239	0.1173391331
240	0.1171875639
241	0.1170748123
242	0.116995344
243	0.1168200674
244	0.1167531424
245	0.1166597353
246	0.1166063194
247	0.1165250397
248	0.1164440238
249	0.1163717706
250	0.1162887473
251	0.1161027166
252	0.1159780376
253	0.1159063951
254	0.1157727386
255	0.1156660401
256	0.1155934538
257	0.1154380973
258	0.1153789625
259	0.1152561418
260	0.1151690931
261	0.1151147568
262	0.1150580313
263	0.1149845255
264	0.1148365332
265	0.1147606631
266	0.1147000462
267	0.114581316
268	0.1144815424
269	0.1144206099
270	0.1143659651
271	0.1143186879
272	0.114242037
273	0.1141882645
274	0.1141011081
275	0.1140351826
276	0.1139280525
277	0.1138438829
278	0.1137918704
279	0.113717942
280	0.1136283413
281	0.1135680856
282	0.1134752104
283	0.1133753371
284	0.1133222564
285	0.113255638
286	0.1131845952
287	0.1130542269
288	0.1129406711
289	0.112896506
290	0.1128148534
291	0.112741364
292	0.1126653347
293	0.1126163419
294	0.1125284446
295	0.1124802452
296	0.1123847892
297	0.112331735
298	0.1122619973
299	0.112201492
300	0.1120844972
301	0.1119623386
302	0.1118950674
303	0.1118497462
304	0.1117731805
305	0.11172393
306	0.1116595007
307	0.1116152207
308	0.1115196463
309	0.1114650847
310	0.1114315872
311	0.1113884756
312	0.1113333965
313	0.1112813551
314	0.1112278823
315	0.1111782083
316	0.1110795091
317	0.1110227279
318	0.1109813813
319	0.1109185404
320	0.1108656076
321	0.110806832
322	0.1107521795
323	0.1106690364
324	0.110610048
325	0.1105481566
326	0.1104827428
327	0.1104069599
328	0.1102574834
329	0.1101999916
330	0.1101649169
331	0.1101130595
332	0.1100574546
333	0.1100234363
334	0.1099220761
335	0.1098695807
336	0.1097854098
337	0.1097497006
338	0.1096759794
339	0.1096324471
340	0.1095964267
341	0.1094996065
342	0.1094415977
343	0.1094119428
344	0.1093574637
345	0.1093096433
346	0.1092719105
347	0.1091587204
348	0.1090924069
349	0.1090513905
350	0.1090141755
351	0.1089765153
352	0.1089060296
353	0.108834921
354	0.108786239
355	0.1086970536
356	0.1086532574
357	0.1085404799
358	0.108447477
359	0.108416906
360	0.1083649858
361	0.1083283619
362	0.1082914738
363	0.1082407282
364	0.1081980594
365	0.1081243143
366	0.1080788088
367	0.1080440648
368	0.1080028328
369	0.1079380166
370	0.1078642671
371	0.1078327483
372	0.1077552036
373	0.1077204903
374	0.1076674692
375	0.1076353443
376	0.1075693415
377	0.1074895914
378	0.1074524352
379	0.1074170256
380	0.107379215
381	0.107354526
382	0.1073271932
383	0.1072856341
384	0.1072677774
385	0.1072007598
386	0.1071676624
387	0.1071321219
388	0.1070774217
389	0.1070341852
390	0.1069993824
391	0.1069656511
392	0.106931856
393	0.106887616
394	0.1068522705
395	0.1067888531
396	0.1067682554
397	0.1067083835
398	0.1066722121
399	0.1066439624
400	0.1066202297
401	0.1065519537
402	0.1064967761
403	0.1064529566
404	0.106392831
405	0.1063703178
406	0.1063065734
407	0.1062718379
408	0.1062284161
409	0.106201451
410	0.1061644782
411	0.106144918
412	0.1061070827
413	0.1060626428
414	0.1060173458
415	0.1059825964
416	0.105949686
417	0.1059215135
418	0.1058627036
419	0.1058353845
420	0.1058048897
421	0.1057765054
422	0.1057352742
423	0.1056745664
424	0.1056445665
425	0.1055983864
426	0.1055729016
427	0.1055376108
428	0.1054882692
429	0.1054692571
430	0.1054415389
431	0.1054129745
432	0.1053836365
433	0.1053510007
434	0.1053276034
435	0.1052917073
436	0.105264556
437	0.1052378683
438	0.1052155111
439	0.1051936157
440	0.105166132
441	0.1051253359
442	0.1050587129
443	0.105016974
444	0.104956291
445	0.1049359146
446	0.1048819752
447	0.1048293621
448	0.1047543892
449	0.1047147531
450	0.1046805608
451	0.1046265873
452	0.1045772707
453	0.1045364701
454	0.1044808988
455	0.1044371247
456	0.1044101902
457	0.1043914209
458	0.1043645686
459	0.1043429419
460	0.1043253375
461	0.1042986657
462	0.1042810703
463	0.104247329
464	0.1042010442
465	0.1041699209
466	0.1041505222
467	0.1041248795
468	0.1040842307
469	0.1040631494
470	0.1040001409
471	0.1039810545
472	0.1039314548
473	0.1038977094
474	0.1038453165
475	0.1038145872
476	0.1037772172
477	0.1037566068
478	0.1037317652
479	0.1037141814
480	0.1036398
481	0.1035866374
482	0.1035605475
483	0.1035294035
484	0.1034788735
485	0.1034628811
486	0.1033916868
487	0.1033654428
488	0.1033274584
489	0.1033106903
490	0.1032892155
491	0.1032279329
492	0.1032092089
493	0.1031888603
494	0.1031606281
495	0.1031027469
496	0.1030795354
497	0.1030473266
498	0.1030249611
499	0.1029972937
500	0.1029768398
501	0.1029572163
502	0.1029280632
503	0.10290214
504	0.1028537858
505	0.1028256131
506	0.1027760799
507	0.1027424498
508	0.1027218226
509	0.1026902435
510	0.1026739489
511	0.102652297
512	0.1025925513
513	0.1025493501
514	0.1025168674
515	0.1024760149
516	0.1024525217
517	0.1024305143
518	0.1024098849
519	0.1023733847
520	0.1023545545
521	0.1023347538
522	0.1023000771
523	0.1022913609
524	0.102268708
525	0.1022297698
526	0.1022041365
527	0.1021754759
528	0.1021607134
529	0.1021360903
530	0.1021135081
531	0.1020919763
532	0.1020752594
533	0.1020486544
534	0.1020315051
535	0.1020093847
536	0.1019496718
537	0.1019298008
538	0.1019095401
539	0.101871668
540	0.1018360182
541	0.1017654014
542	0.101731733
543	0.1016881983
544	0.1016659983
545	0.1016172643
546	0.1016017608
547	0.1015459735
548	0.1015271217
549	0.1015016689
550	0.1014707922
551	0.1014564063
552	0.101426193
553	0.101410298
554	0.1013946435
555	0.1013603351
556	0.1013267928
557	0.101300836
558	0.1012840432
559	0.1012638798
560	0.1012468913
561	0.1012071872
562	0.1011831922
563	0.1011371227
564	0.1010890431
565	0.1010552631
566	0.1010214424
567	0.1010021892
568	0.1009791987
569	0.100949461
570	0.1009197453
571	0.1009084468
572	0.1008946178
573	0.1008720371
574	0.1008572423
575	0.1008341224
576	0.1008219131
577	0.1008010603
578	0.1007709922
579	0.1007428411
580	0.100719205
581	0.1007004771
582	0.1006509422
583	0.1006318171
584	0.1006153067
585	0.1005942986
586	0.1005709076
587	0.1005574159
588	0.1005397531
589	0.1005118393
590	0.10049676
591	0.1004514845
592	0.100422689
593	0.1003823554
594	0.1003589924
595	0.1003336661
596	0.1002856649
597	0.1002584274
598	0.1002392817
599	0.10022175
600	0.1001988918
601	0.1001801516
602	0.1001664298
603	0.1001487129
604	0.100128218
605	0.1001044775
606	0.1000783346
607	0.1000555525
608	0.1000120613
609	0.09999525076
610	0.09995905332
611	0.09994273935
612	0.09991022759
613	0.0998925155
614	0.09985594505
615	0.09983926947
616	0.09981489717
617	0.09979538333
618	0.09978017343
619	0.09974711221
620	0.09972838662
621	0.09970471896
622	0.09968583252
623	0.09966891565
624	0.09965293169
625	0.09961102138
626	0.09956729794
627	0.09954329813
628	0.09953194693
629	0.09951271617
630	0.09949657077
631	0.09947992276
632	0.09945885449
633	0.09944468165
634	0.09943509401
635	0.09942107544
636	0.09940610182
637	0.09939589165
638	0.09938190486
639	0.09934941369
640	0.09933407578
641	0.09930346548
642	0.09928925668
643	0.09926370944
644	0.09924361426
645	0.0992300683
646	0.09921208478
647	0.09919576834
648	0.09918423929
649	0.09915814191
650	0.099116386
651	0.09910088796
652	0.09907734143
653	0.09905987902
654	0.09900878011
655	0.09899123343
656	0.09897360915
657	0.09895967561
658	0.09894864875
659	0.09893571204
660	0.0989254222
661	0.09890747404
662	0.09888738173
663	0.09887147694
664	0.09885018111
665	0.09883390076
666	0.0988188894
667	0.09880043107
668	0.09878092364
669	0.09874407573
670	0.09872866647
671	0.09871268353
672	0.09869216207
673	0.09868257961
674	0.09867255831
675	0.09864170091
676	0.098610833
677	0.09858371296
678	0.09857180573
679	0.09855161055
680	0.09853825208
681	0.09852341763
682	0.0984854305
683	0.09846568529
684	0.09844881226
685	0.0984340093
686	0.09841861922
687	0.09839752039
688	0.09839031372
689	0.09837471553
690	0.09835472962
691	0.09832644979
692	0.09831373381
693	0.09828501617
694	0.09826364513
695	0.09825099826
696	0.09823842485
697	0.0982245631
698	0.09820888343
699	0.0981640233
700	0.09814499961
701	0.09813595109
702	0.09811825343
703	0.09810730547
704	0.09809208986
705	0.09807617326
706	0.09806566738
707	0.09805564729
708	0.09803011442
709	0.09801085149
710	0.09799252028
711	0.0979768125
712	0.09794640615
713	0.09790887776
714	0.09789501247
715	0.09787538877
716	0.09786381792
717	0.0978502149
718	0.0978232551
719	0.09781234918
720	0.09780157162
721	0.09776789351
722	0.09775717843
723	0.09773152763
724	0.09769541868
725	0.09767201669
726	0.09764263729
727	0.09763250415
728	0.0976213549
729	0.09758521068
730	0.09755766462
731	0.09754542955
732	0.09754004735
733	0.09753068617
734	0.09752242503
735	0.09751115307
736	0.09749111989
737	0.09747572489
738	0.09746324027
739	0.09745310114
740	0.09743936315
741	0.09742807546
742	0.09741459227
743	0.09740429449
744	0.09739334782
745	0.09737717726
746	0.09735996628
747	0.0973497944
748	0.09733922921
749	0.09732680545
750	0.09731119001
751	0.09729781022
752	0.09727153824
753	0.0972493637
754	0.09723642151
755	0.09722563361
756	0.09720876352
757	0.09719469262
758	0.09718109523
759	0.09717087623
760	0.09715637014
761	0.09713292995
762	0.09712144823
763	0.09709433947
764	0.09707637281
765	0.09705480727
766	0.09704521104
767	0.09704051108
768	0.097012251
769	0.09700164452
770	0.09698862736
771	0.09697122306
772	0.09695384435
773	0.09693846794
774	0.09692996476
775	0.09689935255
776	0.09688298816
777	0.09687618224
778	0.09685945542
779	0.09684283856
780	0.09683410636
781	0.09682124608
782	0.09681153117
783	0.09680057453
784	0.0967914061
785	0.09676204026
786	0.09675302248
787	0.09674209534
788	0.09673218838
789	0.09672262357
790	0.09670912387
791	0.09668458587
792	0.09666908224
793	0.09665668228
794	0.09663995544
795	0.09663086915
796	0.09662334105
797	0.09659697131
798	0.09657673345
799	0.09655826643
800	0.09653643729
801	0.09651646465
802	0.09649250222
803	0.09648057753
804	0.09647061736
805	0.09646498658
806	0.09644554716
807	0.09643342567
808	0.09639787437
809	0.09638161865
810	0.09635864098
811	0.09634661627
812	0.09633419587
813	0.09631712781
814	0.0963002214
815	0.0962888807
816	0.09628059198
817	0.09626913955
818	0.09625447639
819	0.09622992502
820	0.09620767143
821	0.09619197031
822	0.09616424704
823	0.0961493796
824	0.09613557529
825	0.09612175407
826	0.09610354166
827	0.09609392186
828	0.09608422903
829	0.09607467045
830	0.09605302263
831	0.09604166116
832	0.09601662467
833	0.09599950734
834	0.09597372189
835	0.0959450372
836	0.09593250544
837	0.09590247671
838	0.09588563986
839	0.09587986543
840	0.09586727934
841	0.09583809719
842	0.09582627447
843	0.09580604645
844	0.09578315016
845	0.09576970337
846	0.09575002814
847	0.0957404926
848	0.09571100127
849	0.09570056864
850	0.09568169651
851	0.09567461579
852	0.09565488095
853	0.09564634689
854	0.09563366665
855	0.09562853369
856	0.09560890204
857	0.09560071461
858	0.09558803959
859	0.09555542363
860	0.09552907155
861	0.09549930065
862	0.09547967087
863	0.09546932388
864	0.09545032042
865	0.09544332328
866	0.09543699137
867	0.09542586063
868	0.09540518038
869	0.09539420801
870	0.09538575071
871	0.09537237785
872	0.09535358939
873	0.09534343926
874	0.09532351426
875	0.09529441261
876	0.09528364553
877	0.09525769128
878	0.09524227295
879	0.09523579854
880	0.09520413745
881	0.09520072387
882	0.09518764993
883	0.09517826904
884	0.09515607527
885	0.09515015667
886	0.09513921686
887	0.09513085423
888	0.09510072036
889	0.09509023693
890	0.09507972667
891	0.09506936637
892	0.09505831326
893	0.09504588984
894	0.09503511874
895	0.09501864636
896	0.09499702619
897	0.09496817362
898	0.09495666318
899	0.09492978295
900	0.0949209106
901	0.09490588092
902	0.09489708102
903	0.09488672005
904	0.09487432732
905	0.09486501943
906	0.09484572892
907	0.09483503287
908	0.09482738463
909	0.09482092564
910	0.09480634875
911	0.09478565511
912	0.094770957
913	0.0947556216
914	0.09474950213
915	0.09473730908
916	0.09472396804
917	0.09470637314
918	0.09468649973
919	0.0946790119
920	0.09465584934
921	0.0946469133
922	0.09463964144
923	0.09462307959
924	0.09461362646
925	0.09460751926
926	0.09458627734
927	0.09456819667
928	0.09454176021
929	0.09453031445
930	0.0945109162
931	0.09450614797
932	0.09449782523
933	0.09448648945
934	0.0944734398
935	0.09445605448
936	0.09444073861
937	0.09443017099
938	0.09441566329
939	0.09440670294
940	0.09439779891
941	0.09438930617
942	0.09435965333
943	0.09434922163
944	0.0943413221
945	0.09432818879
946	0.09432150231
947	0.09430395877
948	0.09429411837
949	0.09428242606
950	0.09426806713
951	0.09424604213
952	0.09423430858
953	0.09421620796
954	0.09420689474
955	0.09420147222
956	0.09417996086
957	0.09417175173
958	0.09416402374
959	0.09415411556
960	0.09414339583
961	0.09413570815
962	0.09412618281
963	0.09411528351
964	0.09410341577
965	0.09409794225
966	0.09409012361
967	0.09408328565
968	0.09407605774
969	0.09406936944
970	0.09405864717
971	0.09404947976
972	0.09404267863
973	0.0940268859
974	0.09400113203
975	0.09398556066
976	0.09397489316
977	0.09396619193
978	0.0939558466
979	0.09394747611
980	0.09393610375
981	0.09392401133
982	0.09391735929
983	0.09390743312
984	0.09390026405
985	0.09389223777
986	0.09388060674
987	0.09386607505
988	0.09384710623
989	0.09383392164
990	0.09382111125
991	0.09380801192
992	0.09379554137
993	0.0937681194
994	0.09375861037
995	0.09374717266
996	0.09373930892
997	0.09372715063
998	0.09371811291
999	0.0937112665
